id,createdAt,updatedAt,product_name,brand,price,discount_price,img_url,quantity,category,sub_category,absolute_url
9e7e45a7-e826-4018-b6dd-b40a024995ee,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Garlic (Loose),Fresho,141.56,82,https://www.bigbasket.com/media/uploads/p/l/10000330_14-fresho-garlic.jpg,1 kg,Fruits & Vegetables,"Lemon, Ginger & Garlic",https://www.bigbasket.com/pd/10000330/fresho-garlic-1-kg/
f04b2e2a-4eb8-4635-be98-41848ef4a582,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Garlic (Loose),Fresho,35.39,20.5,https://www.bigbasket.com/media/uploads/p/l/10000115_15-fresho-garlic.jpg,250 g,Fruits & Vegetables,"Lemon, Ginger & Garlic",https://www.bigbasket.com/pd/10000115/fresho-garlic-250-g/
453b7649-97c8-4ef4-b829-0a62bfad6c02,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Urad - Whole/Gota,BB Royal,210,155,https://www.bigbasket.com/media/uploads/p/l/10000472_11-bb-royal-urad-wholegota.jpg,1 kg,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/10000472/bb-royal-urad-wholegota-1-kg-pouch/
c2828aac-771a-4652-9bed-6ca25bd9d1d7,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Urad - Whole/Gota,BB Royal,105,79,https://www.bigbasket.com/media/uploads/p/l/10000465_11-bb-royal-urad-wholegota.jpg,500 g,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/10000465/bb-royal-urad-wholegota-500-g-pouch/
c3be403a-cf1b-453b-ae1f-c1ece4df3011,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Urad Gota - Whole,BB Royal,420,306,https://www.bigbasket.com/media/uploads/p/l/20000430_8-bb-royal-urad-gota-whole.jpg,2 kg,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/20000430/bb-royal-urad-gota-whole-2-kg-pouch/
579d8f7f-4051-42aa-ad55-ef807faf7ede,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Ginger (Loose),Fresho,124.68,71.5,https://www.bigbasket.com/media/uploads/p/l/10000338_13-fresho-ginger.jpg,1 kg,Fruits & Vegetables,"Lemon, Ginger & Garlic",https://www.bigbasket.com/pd/10000338/fresho-ginger-1-kg/
c6df346c-d817-4073-b889-7bc5f4a3f99d,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Ginger (Loose),Fresho,12.47,7.5,https://www.bigbasket.com/media/uploads/p/l/10000117_17-fresho-ginger.jpg,100 g,Fruits & Vegetables,"Lemon, Ginger & Garlic",https://www.bigbasket.com/pd/10000117/fresho-ginger-100-g/
fa82c2e4-7ef3-417d-9942-52f77a8e7cf7,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Ginger (Loose),Fresho,31.17,18,https://www.bigbasket.com/media/uploads/p/l/10000118_18-fresho-ginger.jpg,250 g,Fruits & Vegetables,"Lemon, Ginger & Garlic",https://www.bigbasket.com/pd/10000118/fresho-ginger-250-g/
b69902c0-8787-4a41-a4c7-0dd8f6f94a04,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Ginger (Loose),Fresho,62.34,36,https://www.bigbasket.com/media/uploads/p/l/10000119_17-fresho-ginger.jpg,500 g,Fruits & Vegetables,"Lemon, Ginger & Garlic",https://www.bigbasket.com/pd/10000119/fresho-ginger-500-g/
6fce92b7-fd84-4b27-b731-ef7bd3f83fbe,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Premium Natural Californian Almonds,Happilo,550,334.5,https://www.bigbasket.com/media/uploads/p/l/1204212_3-happilo-almonds-100-natural-premium-californian.jpg,2x200 g,Gourmet & World Food,Dry Fruits & Berries,https://www.bigbasket.com/pd/1204212/happilo-almonds-100-natural-premium-californian-2x200-g/
2f1d0fa5-d7bb-4964-977d-862dafa2e936,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,California Almonds,Happilo,275,181,https://www.bigbasket.com/media/uploads/p/l/40087191_6-happilo-premium-natural-californian-almonds.jpg,200 g,Gourmet & World Food,Dry Fruits & Berries,https://www.bigbasket.com/pd/40087191/happilo-premium-natural-californian-almonds-200-g/
f1e47953-bc53-42ec-8ead-f1604d37e8c2,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Brinjal Bottle Shape 500 g + Cauliflower 1 pc + Cabbage 1 pc,Fresho,101.3,68.5,https://www.bigbasket.com/media/uploads/p/l/1209679_1-fresho-brinjal-bottle-shape-500-g-cauliflower-1-pc-cabbage-1-pc.jpg,Combo,Fruits & Vegetables,"Beans, Brinjals & Okra",https://www.bigbasket.com/pd/1209679/fresho-brinjal-bottle-shape-500-g-cauliflower-1-pc-cabbage-1-pc-combo/
